site,site_dir,somsc_summary,biomass_summary,n2o_summary,somsc_result,biomass_result,n2o_result,n2o_summary_plot_count,n2o_year_summary_plot_count,biomass_livec_plot_count,biomass_livec_pngs,somsc_spinup_png,somsc_spinup_png_exists,somsc_exp_png,somsc_exp_png_exists,somsc_scatter_png,somsc_scatter_png_exists,biomass_scatter_png,biomass_scatter_png_exists,n2o_scatter_png,n2o_scatter_png_exists
Lv_2021,assets/Lv_2021,assets/Lv_2021/somsc_check/somsc_check_summary.txt,assets/Lv_2021/biomass_check/biomass_check_summary.txt,assets/Lv_2021/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-74.88%).,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: NEEDS INVESTIGATION - One or more points overestimate observed N2O by more than 50% and/or invalid comparison rows (see Point-wise delta).,5,0,7,assets/Lv_2021/biomass_check/livec_out/Lv_2021_CK_output_livec_plot.png;assets/Lv_2021/biomass_check/livec_out/Lv_2021_NPKM+_output_livec_plot.png;assets/Lv_2021/biomass_check/livec_out/Lv_2021_NPKM_output_livec_plot.png;assets/Lv_2021/biomass_check/livec_out/Lv_2021_NPKS_output_livec_plot.png;assets/Lv_2021/biomass_check/livec_out/Lv_2021_NPK_output_livec_plot.png;assets/Lv_2021/biomass_check/livec_out/Lv_2021_base_output_livec_plot.png;assets/Lv_2021/biomass_check/livec_out/Lv_2021_eq_output_livec_plot.png,assets/Lv_2021/somsc_check/somsc_timeseries_spinup.png,True,assets/Lv_2021/somsc_check/somsc_timeseries_exp.png,True,assets/Lv_2021/somsc_check/observed_vs_modeled_somsc.png,False,assets/Lv_2021/biomass_check/observed_vs_modeled_biomass.png,True,assets/Lv_2021/n2o_check/observed_vs_modeled_n2o.png,True
Ma_2021,assets/Ma_2021,assets/Ma_2021/somsc_check/somsc_check_summary.txt,assets/Ma_2021/biomass_check/biomass_check_summary.txt,assets/Ma_2021/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-45.07%).,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: NEEDS INVESTIGATION - One or more points overestimate observed N2O by more than 50% and/or invalid comparison rows (see Point-wise delta).,5,0,7,assets/Ma_2021/biomass_check/livec_out/Ma_2021_CK_output_livec_plot.png;assets/Ma_2021/biomass_check/livec_out/Ma_2021_SB_output_livec_plot.png;assets/Ma_2021/biomass_check/livec_out/Ma_2021_SI_output_livec_plot.png;assets/Ma_2021/biomass_check/livec_out/Ma_2021_SM_output_livec_plot.png;assets/Ma_2021/biomass_check/livec_out/Ma_2021_S_output_livec_plot.png;assets/Ma_2021/biomass_check/livec_out/Ma_2021_base_output_livec_plot.png;assets/Ma_2021/biomass_check/livec_out/Ma_2021_eq_output_livec_plot.png,assets/Ma_2021/somsc_check/somsc_timeseries_spinup.png,True,assets/Ma_2021/somsc_check/somsc_timeseries_exp.png,True,assets/Ma_2021/somsc_check/observed_vs_modeled_somsc.png,True,assets/Ma_2021/biomass_check/observed_vs_modeled_biomass.png,True,assets/Ma_2021/n2o_check/observed_vs_modeled_n2o.png,True
Manna_2013,assets/Manna_2013,assets/Manna_2013/somsc_check/somsc_check_summary.txt,assets/Manna_2013/biomass_check/biomass_check_summary.txt,assets/Manna_2013/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-70.63%).,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,5,0,7,assets/Manna_2013/biomass_check/livec_out/Manna_2013_Control_output_livec_plot.png;assets/Manna_2013/biomass_check/livec_out/Manna_2013_NPK+FYM_output_livec_plot.png;assets/Manna_2013/biomass_check/livec_out/Manna_2013_NPK_output_livec_plot.png;assets/Manna_2013/biomass_check/livec_out/Manna_2013_NP_output_livec_plot.png;assets/Manna_2013/biomass_check/livec_out/Manna_2013_N_output_livec_plot.png;assets/Manna_2013/biomass_check/livec_out/Manna_2013_base_output_livec_plot.png;assets/Manna_2013/biomass_check/livec_out/Manna_2013_eq_output_livec_plot.png,assets/Manna_2013/somsc_check/somsc_timeseries_spinup.png,True,assets/Manna_2013/somsc_check/somsc_timeseries_exp.png,True,assets/Manna_2013/somsc_check/observed_vs_modeled_somsc.png,True,assets/Manna_2013/biomass_check/observed_vs_modeled_biomass.png,True,assets/Manna_2013/n2o_check/observed_vs_modeled_n2o.png,True
Meena_2015,assets/Meena_2015,assets/Meena_2015/somsc_check/somsc_check_summary.txt,assets/Meena_2015/biomass_check/biomass_check_summary.txt,assets/Meena_2015/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-57.58%).,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,16,0,18,assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MCG_CT_INC_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MCG_CT_REM_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MCG_ZT_MUL_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MCG_ZT_REM_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MLG_CT_INC_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MLG_CT_REM_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MLG_ZT_MUL_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MLG_ZT_REM_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MMG_CT_INC_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MMG_CT_REM_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MMG_ZT_MUL_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MMG_ZT_REM_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MWG_CT_INC_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MWG_CT_REM_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MWG_ZT_MUL_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_TRT_MWG_ZT_REM_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_base_output_livec_plot.png;assets/Meena_2015/biomass_check/livec_out/Meena_2015_eq_output_livec_plot.png,assets/Meena_2015/somsc_check/somsc_timeseries_spinup.png,True,assets/Meena_2015/somsc_check/somsc_timeseries_exp.png,True,assets/Meena_2015/somsc_check/observed_vs_modeled_somsc.png,True,assets/Meena_2015/biomass_check/observed_vs_modeled_biomass.png,False,assets/Meena_2015/n2o_check/observed_vs_modeled_n2o.png,True
Meena_2023,assets/Meena_2023,assets/Meena_2023/somsc_check/somsc_check_summary.txt,assets/Meena_2023/biomass_check/biomass_check_summary.txt,assets/Meena_2023/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-84.87%).,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,,0,0,7,assets/Meena_2023/biomass_check/livec_out/Meena_2023_T1_output_livec_plot.png;assets/Meena_2023/biomass_check/livec_out/Meena_2023_T2_output_livec_plot.png;assets/Meena_2023/biomass_check/livec_out/Meena_2023_T3_output_livec_plot.png;assets/Meena_2023/biomass_check/livec_out/Meena_2023_T4_output_livec_plot.png;assets/Meena_2023/biomass_check/livec_out/Meena_2023_T5_output_livec_plot.png;assets/Meena_2023/biomass_check/livec_out/Meena_2023_base_output_livec_plot.png;assets/Meena_2023/biomass_check/livec_out/Meena_2023_eq_output_livec_plot.png,assets/Meena_2023/somsc_check/somsc_timeseries_spinup.png,True,assets/Meena_2023/somsc_check/somsc_timeseries_exp.png,True,assets/Meena_2023/somsc_check/observed_vs_modeled_somsc.png,False,assets/Meena_2023/biomass_check/observed_vs_modeled_biomass.png,True,assets/Meena_2023/n2o_check/observed_vs_modeled_n2o.png,False
Meena_2024,assets/Meena_2024,assets/Meena_2024/somsc_check/somsc_check_summary.txt,assets/Meena_2024/biomass_check/biomass_check_summary.txt,assets/Meena_2024/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-83.78%).,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,5,0,7,assets/Meena_2024/biomass_check/livec_out/Meena_2024_TRT_CACM_output_livec_plot.png;assets/Meena_2024/biomass_check/livec_out/Meena_2024_TRT_CAOM_output_livec_plot.png;assets/Meena_2024/biomass_check/livec_out/Meena_2024_TRT_CTCM_output_livec_plot.png;assets/Meena_2024/biomass_check/livec_out/Meena_2024_TRT_CTOM_output_livec_plot.png;assets/Meena_2024/biomass_check/livec_out/Meena_2024_TRT_POPS_output_livec_plot.png;assets/Meena_2024/biomass_check/livec_out/Meena_2024_base_output_livec_plot.png;assets/Meena_2024/biomass_check/livec_out/Meena_2024_eq_output_livec_plot.png,assets/Meena_2024/somsc_check/somsc_timeseries_spinup.png,True,assets/Meena_2024/somsc_check/somsc_timeseries_exp.png,True,assets/Meena_2024/somsc_check/observed_vs_modeled_somsc.png,True,assets/Meena_2024/biomass_check/observed_vs_modeled_biomass.png,True,assets/Meena_2024/n2o_check/observed_vs_modeled_n2o.png,True
Moharana_2017,assets/Moharana_2017,assets/Moharana_2017/somsc_check/somsc_check_summary.txt,assets/Moharana_2017/biomass_check/biomass_check_summary.txt,assets/Moharana_2017/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-88.51%).,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,5,0,7,assets/Moharana_2017/biomass_check/livec_out/Moharana_2017_Ba_F_output_livec_plot.png;assets/Moharana_2017/biomass_check/livec_out/Moharana_2017_Ch_Gr_output_livec_plot.png;assets/Moharana_2017/biomass_check/livec_out/Moharana_2017_Mu_Mo_output_livec_plot.png;assets/Moharana_2017/biomass_check/livec_out/Moharana_2017_Wh_Gg_output_livec_plot.png;assets/Moharana_2017/biomass_check/livec_out/Moharana_2017_Wh_Pm_output_livec_plot.png;assets/Moharana_2017/biomass_check/livec_out/Moharana_2017_base_output_livec_plot.png;assets/Moharana_2017/biomass_check/livec_out/Moharana_2017_eq_output_livec_plot.png,assets/Moharana_2017/somsc_check/somsc_timeseries_spinup.png,True,assets/Moharana_2017/somsc_check/somsc_timeseries_exp.png,True,assets/Moharana_2017/somsc_check/observed_vs_modeled_somsc.png,False,assets/Moharana_2017/biomass_check/observed_vs_modeled_biomass.png,True,assets/Moharana_2017/n2o_check/observed_vs_modeled_n2o.png,True
Monsefi_2014,assets/Monsefi_2014,assets/Monsefi_2014/somsc_check/somsc_check_summary.txt,assets/Monsefi_2014/biomass_check/biomass_check_summary.txt,assets/Monsefi_2014/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-92.03%).,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,12,0,14,assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_SCTWS_WZTSR_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_SCTWS_WZT_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_SCT_WCT_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_SCT_WZTSR_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_SCT_WZT_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_SZTWS_WCTSR_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_SZTWS_WCT_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_SZTWS_WZTSR_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_SZTWS_WZT_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_SZT_WCTSR_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_SZT_WZTSR_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_SZT_WZT_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_base_output_livec_plot.png;assets/Monsefi_2014/biomass_check/livec_out/Monsefi_2014_eq_output_livec_plot.png,assets/Monsefi_2014/somsc_check/somsc_timeseries_spinup.png,True,assets/Monsefi_2014/somsc_check/somsc_timeseries_exp.png,True,assets/Monsefi_2014/somsc_check/observed_vs_modeled_somsc.png,True,assets/Monsefi_2014/biomass_check/observed_vs_modeled_biomass.png,True,assets/Monsefi_2014/n2o_check/observed_vs_modeled_n2o.png,True
Nath_2022,assets/Nath_2022,assets/Nath_2022/somsc_check/somsc_check_summary.txt,assets/Nath_2022/biomass_check/biomass_check_summary.txt,assets/Nath_2022/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-68.80%).,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: CANNOT ASSESS - Comparison CSV not found (extract_N2O failed).,0,0,6,assets/Nath_2022/biomass_check/livec_out/Nath_2022_CT + R + 100 N_output_livec_plot.png;assets/Nath_2022/biomass_check/livec_out/Nath_2022_CT – R + 100 N_output_livec_plot.png;assets/Nath_2022/biomass_check/livec_out/Nath_2022_ZT + R + 100 N_output_livec_plot.png;assets/Nath_2022/biomass_check/livec_out/Nath_2022_ZT – R + 100 N_output_livec_plot.png;assets/Nath_2022/biomass_check/livec_out/Nath_2022_base_output_livec_plot.png;assets/Nath_2022/biomass_check/livec_out/Nath_2022_eq_output_livec_plot.png,assets/Nath_2022/somsc_check/somsc_timeseries_spinup.png,True,assets/Nath_2022/somsc_check/somsc_timeseries_exp.png,True,assets/Nath_2022/somsc_check/observed_vs_modeled_somsc.png,False,assets/Nath_2022/biomass_check/observed_vs_modeled_biomass.png,False,assets/Nath_2022/n2o_check/observed_vs_modeled_n2o.png,False
Pandian_2016,assets/Pandian_2016,assets/Pandian_2016/somsc_check/somsc_check_summary.txt,assets/Pandian_2016/biomass_check/biomass_check_summary.txt,assets/Pandian_2016/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-98.94%).,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,9,0,11,assets/Pandian_2016/biomass_check/livec_out/Pandian_2016_CCP_output_livec_plot.png;assets/Pandian_2016/biomass_check/livec_out/Pandian_2016_CSB_2.5_output_livec_plot.png;assets/Pandian_2016/biomass_check/livec_out/Pandian_2016_CSB_5_output_livec_plot.png;assets/Pandian_2016/biomass_check/livec_out/Pandian_2016_C_output_livec_plot.png;assets/Pandian_2016/biomass_check/livec_out/Pandian_2016_EFYM_output_livec_plot.png;assets/Pandian_2016/biomass_check/livec_out/Pandian_2016_MSB_2.5_output_livec_plot.png;assets/Pandian_2016/biomass_check/livec_out/Pandian_2016_MSB_5_output_livec_plot.png;assets/Pandian_2016/biomass_check/livec_out/Pandian_2016_PB_2.5_output_livec_plot.png;assets/Pandian_2016/biomass_check/livec_out/Pandian_2016_RSB_2.5_output_livec_plot.png;assets/Pandian_2016/biomass_check/livec_out/Pandian_2016_base_output_livec_plot.png;assets/Pandian_2016/biomass_check/livec_out/Pandian_2016_eq_output_livec_plot.png,assets/Pandian_2016/somsc_check/somsc_timeseries_spinup.png,True,assets/Pandian_2016/somsc_check/somsc_timeseries_exp.png,True,assets/Pandian_2016/somsc_check/observed_vs_modeled_somsc.png,True,assets/Pandian_2016/biomass_check/observed_vs_modeled_biomass.png,True,assets/Pandian_2016/n2o_check/observed_vs_modeled_n2o.png,True
Parihar_2016,assets/Parihar_2016,assets/Parihar_2016/somsc_check/somsc_check_summary.txt,assets/Parihar_2016/biomass_check/biomass_check_summary.txt,assets/Parihar_2016/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - Base SOMSC meets or exceeds SoilGrids observation.,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,12,0,14,assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_CT_MCS_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_CT_MMS_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_CT_MMuMb_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_CT_MWMb_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_PB_MCS_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_PB_MMS_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_PB_MMuMb_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_PB_MWMb_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_ZT_MCS_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_ZT_MMS_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_ZT_MMuMb_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_ZT_MWMb_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_base_output_livec_plot.png;assets/Parihar_2016/biomass_check/livec_out/Parihar_2016_eq_output_livec_plot.png,assets/Parihar_2016/somsc_check/somsc_timeseries_spinup.png,True,assets/Parihar_2016/somsc_check/somsc_timeseries_exp.png,True,assets/Parihar_2016/somsc_check/observed_vs_modeled_somsc.png,False,assets/Parihar_2016/biomass_check/observed_vs_modeled_biomass.png,True,assets/Parihar_2016/n2o_check/observed_vs_modeled_n2o.png,True
Parihar_2018,assets/Parihar_2018,assets/Parihar_2018/somsc_check/somsc_check_summary.txt,assets/Parihar_2018/biomass_check/biomass_check_summary.txt,assets/Parihar_2018/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - Base SOMSC meets or exceeds SoilGrids observation.,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: NEEDS INVESTIGATION - One or more points overestimate observed N2O by more than 50% and/or invalid comparison rows (see Point-wise delta).,12,0,14,assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_CT_MCS_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_CT_MMS_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_CT_MMuMb_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_CT_MWMb_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_PB_MCS_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_PB_MMS_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_PB_MMuMb_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_PB_MWMb_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_ZT_MCS_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_ZT_MMS_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_ZT_MMuMb_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_ZT_MWMb_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_base_output_livec_plot.png;assets/Parihar_2018/biomass_check/livec_out/Parihar_2018_eq_output_livec_plot.png,assets/Parihar_2018/somsc_check/somsc_timeseries_spinup.png,True,assets/Parihar_2018/somsc_check/somsc_timeseries_exp.png,True,assets/Parihar_2018/somsc_check/observed_vs_modeled_somsc.png,True,assets/Parihar_2018/biomass_check/observed_vs_modeled_biomass.png,True,assets/Parihar_2018/n2o_check/observed_vs_modeled_n2o.png,True
Pathak_2021,assets/Pathak_2021,assets/Pathak_2021/somsc_check/somsc_check_summary.txt,assets/Pathak_2021/biomass_check/biomass_check_summary.txt,assets/Pathak_2021/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-62.07%).,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,1,0,3,assets/Pathak_2021/biomass_check/livec_out/Pathak_2021_base_output_livec_plot.png;assets/Pathak_2021/biomass_check/livec_out/Pathak_2021_eq_output_livec_plot.png;assets/Pathak_2021/biomass_check/livec_out/Pathak_2021_iii_output_livec_plot.png,assets/Pathak_2021/somsc_check/somsc_timeseries_spinup.png,True,assets/Pathak_2021/somsc_check/somsc_timeseries_exp.png,True,assets/Pathak_2021/somsc_check/observed_vs_modeled_somsc.png,True,assets/Pathak_2021/biomass_check/observed_vs_modeled_biomass.png,True,assets/Pathak_2021/n2o_check/observed_vs_modeled_n2o.png,True
Peng-peng_2019,assets/Peng-peng_2019,assets/Peng-peng_2019/somsc_check/somsc_check_summary.txt,assets/Peng-peng_2019/biomass_check/biomass_check_summary.txt,assets/Peng-peng_2019/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-81.31%).,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,6,0,8,assets/Peng-peng_2019/biomass_check/livec_out/Peng-peng_2019_NS_CK_output_livec_plot.png;assets/Peng-peng_2019/biomass_check/livec_out/Peng-peng_2019_NS_NPK_output_livec_plot.png;assets/Peng-peng_2019/biomass_check/livec_out/Peng-peng_2019_NS_OM_output_livec_plot.png;assets/Peng-peng_2019/biomass_check/livec_out/Peng-peng_2019_S_CK_output_livec_plot.png;assets/Peng-peng_2019/biomass_check/livec_out/Peng-peng_2019_S_NPK_output_livec_plot.png;assets/Peng-peng_2019/biomass_check/livec_out/Peng-peng_2019_S_OM_output_livec_plot.png;assets/Peng-peng_2019/biomass_check/livec_out/Peng-peng_2019_base_output_livec_plot.png;assets/Peng-peng_2019/biomass_check/livec_out/Peng-peng_2019_eq_output_livec_plot.png,assets/Peng-peng_2019/somsc_check/somsc_timeseries_spinup.png,True,assets/Peng-peng_2019/somsc_check/somsc_timeseries_exp.png,True,assets/Peng-peng_2019/somsc_check/observed_vs_modeled_somsc.png,True,assets/Peng-peng_2019/biomass_check/observed_vs_modeled_biomass.png,True,assets/Peng-peng_2019/n2o_check/observed_vs_modeled_n2o.png,True
Pooniya_2021,assets/Pooniya_2021,assets/Pooniya_2021/somsc_check/somsc_check_summary.txt,assets/Pooniya_2021/biomass_check/biomass_check_summary.txt,assets/Pooniya_2021/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - Base SOMSC meets or exceeds SoilGrids observation.,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,9,0,11,assets/Pooniya_2021/biomass_check/livec_out/Pooniya_2021_TRT_CT_FFP_output_livec_plot.png;assets/Pooniya_2021/biomass_check/livec_out/Pooniya_2021_TRT_CT_NE_output_livec_plot.png;assets/Pooniya_2021/biomass_check/livec_out/Pooniya_2021_TRT_CT_RDF_output_livec_plot.png;assets/Pooniya_2021/biomass_check/livec_out/Pooniya_2021_TRT_PNB_FFP_output_livec_plot.png;assets/Pooniya_2021/biomass_check/livec_out/Pooniya_2021_TRT_PNB_NE_output_livec_plot.png;assets/Pooniya_2021/biomass_check/livec_out/Pooniya_2021_TRT_PNB_RDF_output_livec_plot.png;assets/Pooniya_2021/biomass_check/livec_out/Pooniya_2021_TRT_ZTFB_FFP_output_livec_plot.png;assets/Pooniya_2021/biomass_check/livec_out/Pooniya_2021_TRT_ZTFB_NE_output_livec_plot.png;assets/Pooniya_2021/biomass_check/livec_out/Pooniya_2021_TRT_ZTFB_RDF_output_livec_plot.png;assets/Pooniya_2021/biomass_check/livec_out/Pooniya_2021_base_output_livec_plot.png;assets/Pooniya_2021/biomass_check/livec_out/Pooniya_2021_eq_output_livec_plot.png,assets/Pooniya_2021/somsc_check/somsc_timeseries_spinup.png,True,assets/Pooniya_2021/somsc_check/somsc_timeseries_exp.png,True,assets/Pooniya_2021/somsc_check/observed_vs_modeled_somsc.png,True,assets/Pooniya_2021/biomass_check/observed_vs_modeled_biomass.png,True,assets/Pooniya_2021/n2o_check/observed_vs_modeled_n2o.png,True
Pradhan_2023,assets/Pradhan_2023,assets/Pradhan_2023/somsc_check/somsc_check_summary.txt,assets/Pradhan_2023/biomass_check/biomass_check_summary.txt,assets/Pradhan_2023/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-45.97%).,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,6,0,8,assets/Pradhan_2023/biomass_check/livec_out/Pradhan_2023_RB × N1_output_livec_plot.png;assets/Pradhan_2023/biomass_check/livec_out/Pradhan_2023_RB × N2_output_livec_plot.png;assets/Pradhan_2023/biomass_check/livec_out/Pradhan_2023_RB × N3_output_livec_plot.png;assets/Pradhan_2023/biomass_check/livec_out/Pradhan_2023_RR × N1_output_livec_plot.png;assets/Pradhan_2023/biomass_check/livec_out/Pradhan_2023_RR × N2_output_livec_plot.png;assets/Pradhan_2023/biomass_check/livec_out/Pradhan_2023_RR × N3_output_livec_plot.png;assets/Pradhan_2023/biomass_check/livec_out/Pradhan_2023_base_output_livec_plot.png;assets/Pradhan_2023/biomass_check/livec_out/Pradhan_2023_eq_output_livec_plot.png,assets/Pradhan_2023/somsc_check/somsc_timeseries_spinup.png,True,assets/Pradhan_2023/somsc_check/somsc_timeseries_exp.png,True,assets/Pradhan_2023/somsc_check/observed_vs_modeled_somsc.png,False,assets/Pradhan_2023/biomass_check/observed_vs_modeled_biomass.png,True,assets/Pradhan_2023/n2o_check/observed_vs_modeled_n2o.png,True
