site,site_dir,somsc_summary,biomass_summary,n2o_summary,somsc_result,biomass_result,n2o_result,n2o_summary_plot_count,n2o_year_summary_plot_count,biomass_livec_plot_count,biomass_livec_pngs,somsc_spinup_png,somsc_spinup_png_exists,somsc_exp_png,somsc_exp_png_exists,somsc_scatter_png,somsc_scatter_png_exists,biomass_scatter_png,biomass_scatter_png_exists,n2o_scatter_png,n2o_scatter_png_exists
Ghosh_2017,assets/Ghosh_2017,assets/Ghosh_2017/somsc_check/somsc_check_summary.txt,assets/Ghosh_2017/biomass_check/biomass_check_summary.txt,assets/Ghosh_2017/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-78.90%).,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,6,0,8,assets/Ghosh_2017/biomass_check/livec_out/Ghosh_2017_M–W–CT_output_livec_plot.png;assets/Ghosh_2017/biomass_check/livec_out/Ghosh_2017_M–W–M–C–CT_output_livec_plot.png;assets/Ghosh_2017/biomass_check/livec_out/Ghosh_2017_M–W–M–C–ORG_output_livec_plot.png;assets/Ghosh_2017/biomass_check/livec_out/Ghosh_2017_M–W–M–C–RDF_output_livec_plot.png;assets/Ghosh_2017/biomass_check/livec_out/Ghosh_2017_M–W–ORG_output_livec_plot.png;assets/Ghosh_2017/biomass_check/livec_out/Ghosh_2017_M–W–RDF_output_livec_plot.png;assets/Ghosh_2017/biomass_check/livec_out/Ghosh_2017_base_output_livec_plot.png;assets/Ghosh_2017/biomass_check/livec_out/Ghosh_2017_eq_output_livec_plot.png,assets/Ghosh_2017/somsc_check/somsc_timeseries_spinup.png,True,assets/Ghosh_2017/somsc_check/somsc_timeseries_exp.png,True,assets/Ghosh_2017/somsc_check/observed_vs_modeled_somsc.png,False,assets/Ghosh_2017/biomass_check/observed_vs_modeled_biomass.png,True,assets/Ghosh_2017/n2o_check/observed_vs_modeled_n2o.png,True
Ghosh_2018,assets/Ghosh_2018,assets/Ghosh_2018/somsc_check/somsc_check_summary.txt,assets/Ghosh_2018/biomass_check/biomass_check_summary.txt,assets/Ghosh_2018/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-58.66%).,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,6,0,8,assets/Ghosh_2018/biomass_check/livec_out/Ghosh_2018_T1_output_livec_plot.png;assets/Ghosh_2018/biomass_check/livec_out/Ghosh_2018_T2_output_livec_plot.png;assets/Ghosh_2018/biomass_check/livec_out/Ghosh_2018_T3_output_livec_plot.png;assets/Ghosh_2018/biomass_check/livec_out/Ghosh_2018_T4_output_livec_plot.png;assets/Ghosh_2018/biomass_check/livec_out/Ghosh_2018_T5_output_livec_plot.png;assets/Ghosh_2018/biomass_check/livec_out/Ghosh_2018_T6_output_livec_plot.png;assets/Ghosh_2018/biomass_check/livec_out/Ghosh_2018_base_output_livec_plot.png;assets/Ghosh_2018/biomass_check/livec_out/Ghosh_2018_eq_output_livec_plot.png,assets/Ghosh_2018/somsc_check/somsc_timeseries_spinup.png,True,assets/Ghosh_2018/somsc_check/somsc_timeseries_exp.png,True,assets/Ghosh_2018/somsc_check/observed_vs_modeled_somsc.png,False,assets/Ghosh_2018/biomass_check/observed_vs_modeled_biomass.png,True,assets/Ghosh_2018/n2o_check/observed_vs_modeled_n2o.png,True
Gopinath_2022,assets/Gopinath_2022,assets/Gopinath_2022/somsc_check/somsc_check_summary.txt,assets/Gopinath_2022/biomass_check/biomass_check_summary.txt,assets/Gopinath_2022/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-93.72%).,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,9,0,11,assets/Gopinath_2022/biomass_check/livec_out/Gopinath_2022_TRT_CTRL_GG_output_livec_plot.png;assets/Gopinath_2022/biomass_check/livec_out/Gopinath_2022_TRT_CTRL_PP_output_livec_plot.png;assets/Gopinath_2022/biomass_check/livec_out/Gopinath_2022_TRT_CTRL_SF_output_livec_plot.png;assets/Gopinath_2022/biomass_check/livec_out/Gopinath_2022_TRT_INT_GG_output_livec_plot.png;assets/Gopinath_2022/biomass_check/livec_out/Gopinath_2022_TRT_INT_PP_output_livec_plot.png;assets/Gopinath_2022/biomass_check/livec_out/Gopinath_2022_TRT_INT_SF_output_livec_plot.png;assets/Gopinath_2022/biomass_check/livec_out/Gopinath_2022_TRT_ORG_GG_output_livec_plot.png;assets/Gopinath_2022/biomass_check/livec_out/Gopinath_2022_TRT_ORG_PP_output_livec_plot.png;assets/Gopinath_2022/biomass_check/livec_out/Gopinath_2022_TRT_ORG_SF_output_livec_plot.png;assets/Gopinath_2022/biomass_check/livec_out/Gopinath_2022_base_output_livec_plot.png;assets/Gopinath_2022/biomass_check/livec_out/Gopinath_2022_eq_output_livec_plot.png,assets/Gopinath_2022/somsc_check/somsc_timeseries_spinup.png,True,assets/Gopinath_2022/somsc_check/somsc_timeseries_exp.png,True,assets/Gopinath_2022/somsc_check/observed_vs_modeled_somsc.png,True,assets/Gopinath_2022/biomass_check/observed_vs_modeled_biomass.png,True,assets/Gopinath_2022/n2o_check/observed_vs_modeled_n2o.png,True
Govindasamy_2020,assets/Govindasamy_2020,assets/Govindasamy_2020/somsc_check/somsc_check_summary.txt,assets/Govindasamy_2020/biomass_check/biomass_check_summary.txt,assets/Govindasamy_2020/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-59.14%).,RESULT: CANNOT ASSESS - 'averaged_biomass_comparison.csv' was not found.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,2,0,4,assets/Govindasamy_2020/biomass_check/livec_out/Govindasamy_2020_CT_output_livec_plot.png;assets/Govindasamy_2020/biomass_check/livec_out/Govindasamy_2020_NT_output_livec_plot.png;assets/Govindasamy_2020/biomass_check/livec_out/Govindasamy_2020_base_output_livec_plot.png;assets/Govindasamy_2020/biomass_check/livec_out/Govindasamy_2020_eq_output_livec_plot.png,assets/Govindasamy_2020/somsc_check/somsc_timeseries_spinup.png,True,assets/Govindasamy_2020/somsc_check/somsc_timeseries_exp.png,True,assets/Govindasamy_2020/somsc_check/observed_vs_modeled_somsc.png,True,assets/Govindasamy_2020/biomass_check/observed_vs_modeled_biomass.png,False,assets/Govindasamy_2020/n2o_check/observed_vs_modeled_n2o.png,True
Gudadhe_2015,assets/Gudadhe_2015,assets/Gudadhe_2015/somsc_check/somsc_check_summary.txt,assets/Gudadhe_2015/biomass_check/biomass_check_summary.txt,assets/Gudadhe_2015/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-86.50%).,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,28,0,30,assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T1V1_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T1V2_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T1V3_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T1V4_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T2V1_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T2V2_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T2V3_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T2V4_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T3V1_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T3V2_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T3V3_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T3V4_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T4V1_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T4V2_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T4V3_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T4V4_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T5V1_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T5V2_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T5V3_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T5V4_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T6V1_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T6V2_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T6V3_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T6V4_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T7V1_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T7V2_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T7V3_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_T7V4_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_base_output_livec_plot.png;assets/Gudadhe_2015/biomass_check/livec_out/Gudadhe_2015_eq_output_livec_plot.png,assets/Gudadhe_2015/somsc_check/somsc_timeseries_spinup.png,True,assets/Gudadhe_2015/somsc_check/somsc_timeseries_exp.png,True,assets/Gudadhe_2015/somsc_check/observed_vs_modeled_somsc.png,True,assets/Gudadhe_2015/biomass_check/observed_vs_modeled_biomass.png,True,assets/Gudadhe_2015/n2o_check/observed_vs_modeled_n2o.png,True
Hati_2015,assets/Hati_2015,assets/Hati_2015/somsc_check/somsc_check_summary.txt,assets/Hati_2015/biomass_check/biomass_check_summary.txt,assets/Hati_2015/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - Base SOMSC meets or exceeds SoilGrids observation.,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,10,0,12,assets/Hati_2015/biomass_check/livec_out/Hati_2015_CT_N150Per_output_livec_plot.png;assets/Hati_2015/biomass_check/livec_out/Hati_2015_CT_N50Per_output_livec_plot.png;assets/Hati_2015/biomass_check/livec_out/Hati_2015_MB_N100Per_output_livec_plot.png;assets/Hati_2015/biomass_check/livec_out/Hati_2015_MB_N150Per_output_livec_plot.png;assets/Hati_2015/biomass_check/livec_out/Hati_2015_MB_N50Per_output_livec_plot.png;assets/Hati_2015/biomass_check/livec_out/Hati_2015_NT_N150Per_output_livec_plot.png;assets/Hati_2015/biomass_check/livec_out/Hati_2015_NT_N50Per_output_livec_plot.png;assets/Hati_2015/biomass_check/livec_out/Hati_2015_RT_N100Per_output_livec_plot.png;assets/Hati_2015/biomass_check/livec_out/Hati_2015_RT_N150Per_output_livec_plot.png;assets/Hati_2015/biomass_check/livec_out/Hati_2015_RT_N50Per_output_livec_plot.png;assets/Hati_2015/biomass_check/livec_out/Hati_2015_base_output_livec_plot.png;assets/Hati_2015/biomass_check/livec_out/Hati_2015_eq_output_livec_plot.png,assets/Hati_2015/somsc_check/somsc_timeseries_spinup.png,True,assets/Hati_2015/somsc_check/somsc_timeseries_exp.png,True,assets/Hati_2015/somsc_check/observed_vs_modeled_somsc.png,True,assets/Hati_2015/biomass_check/observed_vs_modeled_biomass.png,True,assets/Hati_2015/n2o_check/observed_vs_modeled_n2o.png,True
Hazra_2019,assets/Hazra_2019,assets/Hazra_2019/somsc_check/somsc_check_summary.txt,assets/Hazra_2019/biomass_check/biomass_check_summary.txt,assets/Hazra_2019/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-77.35%).,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,12,0,14,assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_MWMC_C_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_MWMC_INM_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_MWMC_NPKSZnB_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_MWMb_C_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_MWMb_INM_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_MWMb_NPKSZnB_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_MW_C_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_MW_INM_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_MW_NPKSZnB_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_PW_C_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_PW_INM_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_PW_NPKSZnB_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_base_output_livec_plot.png;assets/Hazra_2019/biomass_check/livec_out/Hazra_2019_eq_output_livec_plot.png,assets/Hazra_2019/somsc_check/somsc_timeseries_spinup.png,True,assets/Hazra_2019/somsc_check/somsc_timeseries_exp.png,True,assets/Hazra_2019/somsc_check/observed_vs_modeled_somsc.png,True,assets/Hazra_2019/biomass_check/observed_vs_modeled_biomass.png,True,assets/Hazra_2019/n2o_check/observed_vs_modeled_n2o.png,True
Ishaq_2002,assets/Ishaq_2002,assets/Ishaq_2002/somsc_check/somsc_check_summary.txt,assets/Ishaq_2002/biomass_check/biomass_check_summary.txt,assets/Ishaq_2002/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-80.87%).,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,9,0,11,assets/Ishaq_2002/biomass_check/livec_out/Ishaq_2002_CT_high_output_livec_plot.png;assets/Ishaq_2002/biomass_check/livec_out/Ishaq_2002_CT_low_output_livec_plot.png;assets/Ishaq_2002/biomass_check/livec_out/Ishaq_2002_CT_medium_output_livec_plot.png;assets/Ishaq_2002/biomass_check/livec_out/Ishaq_2002_DT_high_output_livec_plot.png;assets/Ishaq_2002/biomass_check/livec_out/Ishaq_2002_DT_low_output_livec_plot.png;assets/Ishaq_2002/biomass_check/livec_out/Ishaq_2002_DT_medium_output_livec_plot.png;assets/Ishaq_2002/biomass_check/livec_out/Ishaq_2002_MT_high_output_livec_plot.png;assets/Ishaq_2002/biomass_check/livec_out/Ishaq_2002_MT_low_output_livec_plot.png;assets/Ishaq_2002/biomass_check/livec_out/Ishaq_2002_MT_medium_output_livec_plot.png;assets/Ishaq_2002/biomass_check/livec_out/Ishaq_2002_base_output_livec_plot.png;assets/Ishaq_2002/biomass_check/livec_out/Ishaq_2002_eq_output_livec_plot.png,assets/Ishaq_2002/somsc_check/somsc_timeseries_spinup.png,True,assets/Ishaq_2002/somsc_check/somsc_timeseries_exp.png,True,assets/Ishaq_2002/somsc_check/observed_vs_modeled_somsc.png,True,assets/Ishaq_2002/biomass_check/observed_vs_modeled_biomass.png,True,assets/Ishaq_2002/n2o_check/observed_vs_modeled_n2o.png,True
Jain_2018,assets/Jain_2018,assets/Jain_2018/somsc_check/somsc_check_summary.txt,assets/Jain_2018/biomass_check/biomass_check_summary.txt,assets/Jain_2018/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-96.26%).,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,11,0,13,assets/Jain_2018/biomass_check/livec_out/Jain_2018_TRT_PN_GM_GG_output_livec_plot.png;assets/Jain_2018/biomass_check/livec_out/Jain_2018_TRT_PN_GM_SE_output_livec_plot.png;assets/Jain_2018/biomass_check/livec_out/Jain_2018_TRT_PN_NR_output_livec_plot.png;assets/Jain_2018/biomass_check/livec_out/Jain_2018_TRT_PW_CT_GM_GG_output_livec_plot.png;assets/Jain_2018/biomass_check/livec_out/Jain_2018_TRT_PW_CT_GM_SE_output_livec_plot.png;assets/Jain_2018/biomass_check/livec_out/Jain_2018_TRT_PW_CT_NR_output_livec_plot.png;assets/Jain_2018/biomass_check/livec_out/Jain_2018_TRT_PW_CT_WSI_output_livec_plot.png;assets/Jain_2018/biomass_check/livec_out/Jain_2018_TRT_PW_ZT_GM_GG_output_livec_plot.png;assets/Jain_2018/biomass_check/livec_out/Jain_2018_TRT_PW_ZT_GM_SE_output_livec_plot.png;assets/Jain_2018/biomass_check/livec_out/Jain_2018_TRT_PW_ZT_NR_output_livec_plot.png;assets/Jain_2018/biomass_check/livec_out/Jain_2018_TRT_PW_ZT_WSI_output_livec_plot.png;assets/Jain_2018/biomass_check/livec_out/Jain_2018_base_output_livec_plot.png;assets/Jain_2018/biomass_check/livec_out/Jain_2018_eq_output_livec_plot.png,assets/Jain_2018/somsc_check/somsc_timeseries_spinup.png,True,assets/Jain_2018/somsc_check/somsc_timeseries_exp.png,True,assets/Jain_2018/somsc_check/observed_vs_modeled_somsc.png,True,assets/Jain_2018/biomass_check/observed_vs_modeled_biomass.png,True,assets/Jain_2018/n2o_check/observed_vs_modeled_n2o.png,True
Jat_2024,assets/Jat_2024,assets/Jat_2024/somsc_check/somsc_check_summary.txt,assets/Jat_2024/biomass_check/biomass_check_summary.txt,assets/Jat_2024/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-74.70%).,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,18,0,20,assets/Jat_2024/biomass_check/livec_out/Jat_2024_CT − R × CB–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_CT − R × F–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_CT − R × GG–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_CT − R × Mz–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_CT − R × PM–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_CT − R × S–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_PB + R × CB–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_PB + R × F–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_PB + R × GG–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_PB + R × Mz–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_PB + R × PM–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_PB + R × S–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_ZT + R × CB–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_ZT + R × F–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_ZT + R × GG–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_ZT + R × Mz–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_ZT + R × PM–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_ZT + R × S–M_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_base_output_livec_plot.png;assets/Jat_2024/biomass_check/livec_out/Jat_2024_eq_output_livec_plot.png,assets/Jat_2024/somsc_check/somsc_timeseries_spinup.png,True,assets/Jat_2024/somsc_check/somsc_timeseries_exp.png,True,assets/Jat_2024/somsc_check/observed_vs_modeled_somsc.png,False,assets/Jat_2024/biomass_check/observed_vs_modeled_biomass.png,True,assets/Jat_2024/n2o_check/observed_vs_modeled_n2o.png,True
Jayaraman_2020,assets/Jayaraman_2020,assets/Jayaraman_2020/somsc_check/somsc_check_summary.txt,assets/Jayaraman_2020/biomass_check/biomass_check_summary.txt,assets/Jayaraman_2020/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-75.59%).,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,8,0,10,assets/Jayaraman_2020/biomass_check/livec_out/Jayaraman_2020_CT-CS1_output_livec_plot.png;assets/Jayaraman_2020/biomass_check/livec_out/Jayaraman_2020_CT-CS3_output_livec_plot.png;assets/Jayaraman_2020/biomass_check/livec_out/Jayaraman_2020_CT-CS5_output_livec_plot.png;assets/Jayaraman_2020/biomass_check/livec_out/Jayaraman_2020_CT-CS6_output_livec_plot.png;assets/Jayaraman_2020/biomass_check/livec_out/Jayaraman_2020_RT-CS1_output_livec_plot.png;assets/Jayaraman_2020/biomass_check/livec_out/Jayaraman_2020_RT-CS3_output_livec_plot.png;assets/Jayaraman_2020/biomass_check/livec_out/Jayaraman_2020_RT-CS5_output_livec_plot.png;assets/Jayaraman_2020/biomass_check/livec_out/Jayaraman_2020_RT-CS6_output_livec_plot.png;assets/Jayaraman_2020/biomass_check/livec_out/Jayaraman_2020_base_output_livec_plot.png;assets/Jayaraman_2020/biomass_check/livec_out/Jayaraman_2020_eq_output_livec_plot.png,assets/Jayaraman_2020/somsc_check/somsc_timeseries_spinup.png,True,assets/Jayaraman_2020/somsc_check/somsc_timeseries_exp.png,True,assets/Jayaraman_2020/somsc_check/observed_vs_modeled_somsc.png,True,assets/Jayaraman_2020/biomass_check/observed_vs_modeled_biomass.png,True,assets/Jayaraman_2020/n2o_check/observed_vs_modeled_n2o.png,True
Jayaraman_2022,assets/Jayaraman_2022,assets/Jayaraman_2022/somsc_check/somsc_check_summary.txt,assets/Jayaraman_2022/biomass_check/biomass_check_summary.txt,assets/Jayaraman_2022/n2o_check/n2o_check_summary.txt,,,,0,0,0,,assets/Jayaraman_2022/somsc_check/somsc_timeseries_spinup.png,False,assets/Jayaraman_2022/somsc_check/somsc_timeseries_exp.png,False,assets/Jayaraman_2022/somsc_check/observed_vs_modeled_somsc.png,False,assets/Jayaraman_2022/biomass_check/observed_vs_modeled_biomass.png,False,assets/Jayaraman_2022/n2o_check/observed_vs_modeled_n2o.png,False
Joseph_2023a,assets/Joseph_2023a,assets/Joseph_2023a/somsc_check/somsc_check_summary.txt,assets/Joseph_2023a/biomass_check/biomass_check_summary.txt,assets/Joseph_2023a/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - Base SOMSC meets or exceeds SoilGrids observation.,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,5,0,7,assets/Joseph_2023a/biomass_check/livec_out/Joseph_2023a_CT_output_livec_plot.png;assets/Joseph_2023a/biomass_check/livec_out/Joseph_2023a_FB_R_output_livec_plot.png;assets/Joseph_2023a/biomass_check/livec_out/Joseph_2023a_FB_output_livec_plot.png;assets/Joseph_2023a/biomass_check/livec_out/Joseph_2023a_PNBB_R_output_livec_plot.png;assets/Joseph_2023a/biomass_check/livec_out/Joseph_2023a_PNBB_output_livec_plot.png;assets/Joseph_2023a/biomass_check/livec_out/Joseph_2023a_base_output_livec_plot.png;assets/Joseph_2023a/biomass_check/livec_out/Joseph_2023a_eq_output_livec_plot.png,assets/Joseph_2023a/somsc_check/somsc_timeseries_spinup.png,True,assets/Joseph_2023a/somsc_check/somsc_timeseries_exp.png,True,assets/Joseph_2023a/somsc_check/observed_vs_modeled_somsc.png,True,assets/Joseph_2023a/biomass_check/observed_vs_modeled_biomass.png,True,assets/Joseph_2023a/n2o_check/observed_vs_modeled_n2o.png,True
Joseph_2023b,assets/Joseph_2023b,assets/Joseph_2023b/somsc_check/somsc_check_summary.txt,assets/Joseph_2023b/biomass_check/biomass_check_summary.txt,assets/Joseph_2023b/n2o_check/n2o_check_summary.txt,RESULT: OK for Calibration - Base SOMSC meets or exceeds SoilGrids observation.,RESULT: MODEL ONLY - No biomass/grain observations in the observation file.,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,3,0,5,assets/Joseph_2023b/biomass_check/livec_out/Joseph_2023b_CT_output_livec_plot.png;assets/Joseph_2023b/biomass_check/livec_out/Joseph_2023b_PNBB_R_output_livec_plot.png;assets/Joseph_2023b/biomass_check/livec_out/Joseph_2023b_PNBB_output_livec_plot.png;assets/Joseph_2023b/biomass_check/livec_out/Joseph_2023b_base_output_livec_plot.png;assets/Joseph_2023b/biomass_check/livec_out/Joseph_2023b_eq_output_livec_plot.png,assets/Joseph_2023b/somsc_check/somsc_timeseries_spinup.png,True,assets/Joseph_2023b/somsc_check/somsc_timeseries_exp.png,True,assets/Joseph_2023b/somsc_check/observed_vs_modeled_somsc.png,True,assets/Joseph_2023b/biomass_check/observed_vs_modeled_biomass.png,True,assets/Joseph_2023b/n2o_check/observed_vs_modeled_n2o.png,True
Kalyani_2019,assets/Kalyani_2019,assets/Kalyani_2019/somsc_check/somsc_check_summary.txt,assets/Kalyani_2019/biomass_check/biomass_check_summary.txt,assets/Kalyani_2019/n2o_check/n2o_check_summary.txt,RESULT: Model NEEDS INVESTIGATION - Base SOMSC is below SoilGrids observation (-72.48%).,RESULT: NEEDS INVESTIGATION - Model below observation and/or invalid comparison rows (see Point-wise delta).,RESULT: MODEL ONLY - No N2O flux observations in the observation file.,6,0,8,assets/Kalyani_2019/biomass_check/livec_out/Kalyani_2019_T1_output_livec_plot.png;assets/Kalyani_2019/biomass_check/livec_out/Kalyani_2019_T2_output_livec_plot.png;assets/Kalyani_2019/biomass_check/livec_out/Kalyani_2019_T3_output_livec_plot.png;assets/Kalyani_2019/biomass_check/livec_out/Kalyani_2019_T4_output_livec_plot.png;assets/Kalyani_2019/biomass_check/livec_out/Kalyani_2019_T6_output_livec_plot.png;assets/Kalyani_2019/biomass_check/livec_out/Kalyani_2019_T8_output_livec_plot.png;assets/Kalyani_2019/biomass_check/livec_out/Kalyani_2019_base_output_livec_plot.png;assets/Kalyani_2019/biomass_check/livec_out/Kalyani_2019_eq_output_livec_plot.png,assets/Kalyani_2019/somsc_check/somsc_timeseries_spinup.png,True,assets/Kalyani_2019/somsc_check/somsc_timeseries_exp.png,True,assets/Kalyani_2019/somsc_check/observed_vs_modeled_somsc.png,True,assets/Kalyani_2019/biomass_check/observed_vs_modeled_biomass.png,True,assets/Kalyani_2019/n2o_check/observed_vs_modeled_n2o.png,True
